iter	Logloss
418	0.1439746221
419	0.1437354914
420	0.1434116872
421	0.1430879466
422	0.1427694448
423	0.1425420252
424	0.142150294
425	0.1418489075
426	0.1414701843
427	0.1411054357
428	0.1405666351
429	0.1401965205
430	0.1397631582
431	0.1393744024
432	0.1389538574
433	0.1386595154
434	0.1384371948
435	0.1380083974
436	0.1376350149
437	0.1374190776
438	0.1371019363
439	0.1365226873
440	0.1362298584
441	0.135899353
442	0.1354719035
443	0.1352154032
444	0.134789149
445	0.1343822225
446	0.1340564473
447	0.1337099202
448	0.1332654699
449	0.1328411229
450	0.1325166066
451	0.1322481537
452	0.1317884318
453	0.131401062
454	0.131194102
455	0.1307875697
456	0.1305322266
457	0.1299286397
458	0.1296528117
459	0.1294590251
460	0.1291450755
461	0.1288792038
462	0.1286250051
463	0.1282820384
464	0.1277647909
465	0.127490743
466	0.1271279399
467	0.1266474152
468	0.1263476944
469	0.126083107
470	0.1257144674
471	0.1252586746
472	0.1249772644
473	0.1244559097
474	0.1241250356
475	0.1236010361
476	0.1231390127
477	0.1227987417
478	0.1224322891
479	0.1221044668
480	0.121732432
481	0.1212656911
482	0.1210376994
483	0.1206970723
484	0.1203745524
485	0.1201131185
486	0.1198098119
487	0.1195827484
488	0.119152476
489	0.1189255651
490	0.1185853068
491	0.1183277893
492	0.1180598831
493	0.1177227529
494	0.1171526464
495	0.1168411001
496	0.1163827387
497	0.1159843953
498	0.1157415771
499	0.1155288696
500	0.1152278773
501	0.1148960622
502	0.1145269267
503	0.1141268667
504	0.1137973658
505	0.1133854294
506	0.1130728785
507	0.1127004751
508	0.1124652227
509	0.1121009827
510	0.111817983
511	0.1114374161
512	0.1109928513
513	0.1107032394
514	0.110346756
515	0.1100074005
516	0.1098193105
517	0.1095919673
518	0.1092390315
519	0.1089894485
520	0.1086057281
521	0.1082696533
522	0.1078703817
523	0.1075777944
524	0.1072472127
525	0.1070500437
526	0.1066894786
527	0.1063784027
528	0.1059888903
529	0.1057011859
530	0.1054000918
531	0.1050428899
532	0.1047868601
533	0.1044307582
534	0.1042259534
535	0.1040472031
536	0.103631293
537	0.1033714612
538	0.1031400045
539	0.1027689807
540	0.102539374
541	0.1022138087
542	0.1019234085
543	0.1016223653
544	0.1012951279
545	0.1008630625
546	0.1005192757
547	0.1002979533
548	0.09996308645
549	0.09959363302
550	0.09935915629
551	0.09906926473
552	0.09872915904
553	0.09839841207
554	0.09816328684
555	0.09782238007
556	0.09754947662
557	0.09739288966
558	0.09717553457
559	0.09684567769
560	0.09650787354
561	0.09620492299
562	0.09591482798
563	0.0955688858
564	0.09526379903
565	0.09494920095
566	0.09472498576
567	0.09443056742
568	0.09404201508
569	0.09371398926
570	0.09341303507
571	0.09319632212
572	0.09289978027
573	0.09264717738
574	0.09239330292
575	0.09210530599
576	0.091825339
577	0.09164915721
578	0.09134607315
579	0.09098539988
580	0.09064835866
581	0.0904252243
582	0.09005029043
583	0.08972843806
584	0.08951011022
585	0.08925027847
586	0.08895890554
587	0.08868384043
588	0.08835132599
589	0.08809048335
590	0.0878789266
591	0.08765785853
592	0.08731282552
593	0.08701501211
594	0.08672131856
595	0.08642538706
596	0.08622647603
597	0.08591941833
598	0.08563247681
599	0.08547356288
600	0.08526550293
601	0.08500488281
602	0.08465738932
603	0.08425031662
604	0.08401117961
605	0.0837984848
606	0.08343556722
607	0.08311220169
608	0.08288709005
609	0.08260770162
610	0.08229008357
611	0.08196125031
612	0.0816789945
613	0.08145996094
614	0.08118029277
615	0.08084716797
616	0.08043209712
617	0.08018720627
618	0.07997753143
619	0.07963940938
620	0.07930113475
621	0.07906368256
622	0.07876239141
623	0.07854424795
624	0.07833489736
625	0.07803880056
626	0.07777749379
627	0.07753579458
628	0.07727717082
629	0.07698685328
630	0.07670040131
631	0.07643861135
632	0.07618812561
633	0.07587938944
634	0.07568970998
635	0.07544644038
636	0.07512633642
637	0.07486881892
638	0.07465245565
639	0.07440446218
640	0.07416017532
641	0.07396841685
642	0.07358933767
643	0.07333179474
644	0.07306420644
645	0.07278419495
646	0.07253805796
647	0.07232821782
648	0.07210023244
649	0.07187400818
650	0.07165025075
651	0.07145184835
652	0.07126321157
653	0.07104200363
654	0.07078980764
655	0.07055451075
656	0.07031996409
657	0.07004100164
658	0.06979958216
659	0.0695582962
660	0.06936591466
661	0.06918013255
662	0.06894396464
663	0.06868184408
664	0.06843068441
665	0.06826605479
666	0.06807421366
667	0.06785382589
668	0.0675720342
669	0.067233874
670	0.06702740351
671	0.06677599589
672	0.06647572835
673	0.06626695633
674	0.06605889638
675	0.06580930074
676	0.06556523641
677	0.06526002248
678	0.06505309423
679	0.06487875621
680	0.06464056015
681	0.06451529185
682	0.06428202311
683	0.06406181335
684	0.06386990229
685	0.06359161377
686	0.06337811152
687	0.0631449763
688	0.0629114596
689	0.06259751638
690	0.06241490682
691	0.0622387441
692	0.06203900655
693	0.06184206645
694	0.0616488711
695	0.06145104726
696	0.06124398549
697	0.06099753062
698	0.0607643191
699	0.06058102926
700	0.06040173213
701	0.06017841975
702	0.06000471751
703	0.05984002431
704	0.05964931488
705	0.05944033305
706	0.05919410706
707	0.058996919
708	0.05880000432
709	0.05861236572
710	0.05838736852
711	0.05818908691
712	0.05797513962
713	0.05770868301
714	0.0575424703
715	0.05735261281
716	0.05717171987
717	0.05701832453
718	0.05683405558
719	0.05661092758
720	0.05644837697
721	0.05625829697
722	0.05601580302
723	0.05588793437
724	0.05570405324
725	0.05550454458
726	0.05533601761
727	0.05510236104
728	0.05493882497
729	0.05471592585
730	0.05454566956
731	0.05439687729
732	0.05420735041
733	0.0540244929
734	0.05383669535
735	0.0536317571
736	0.05344853719
737	0.05325162888
738	0.05308759371
739	0.05290431658
740	0.05274294853
741	0.05256262143
742	0.05243165652
743	0.05223546346
744	0.05205793381
745	0.05188926697
746	0.05176237742
747	0.0516492335
748	0.05144579569
749	0.05126237233
750	0.05109792074
751	0.050957702
752	0.0507745107
753	0.05063394864
754	0.05047314008
755	0.05029523214
756	0.05015071869
757	0.04998438199
758	0.04982546488
759	0.04960559527
760	0.04943318685
761	0.04926916122
762	0.0490920035
763	0.04893250148
764	0.04877168655
765	0.0486222585
766	0.04846532504
767	0.04833609899
768	0.04821224848
769	0.04805922826
770	0.04790940603
771	0.04777772903
772	0.04762513161
773	0.04744448026
774	0.04727931976
775	0.04716316541
776	0.04701856613
777	0.04681880951
778	0.04665628433
779	0.04649199804
780	0.04636224747
781	0.0462237676
782	0.04606011709
783	0.04593708992
784	0.04573237101
785	0.04561326345
786	0.04546717326
787	0.04530718803
788	0.04515835444
789	0.04495087941
790	0.04480087916
791	0.04468147596
792	0.04451142629
793	0.04439036369
794	0.04424384435
795	0.04409606934
796	0.04399079641
797	0.04380835215
798	0.04368215561
799	0.0435555172
800	0.04343170166
801	0.04324652036
802	0.04314144135
803	0.04301527023
804	0.04292166392
805	0.04278406779
806	0.04266134898
807	0.04258657773
808	0.04243246078
809	0.04229914347
810	0.04213577271
811	0.04197208405
812	0.0418123881
813	0.04167886098
814	0.04155419668
815	0.04145192464
816	0.04131748199
817	0.04116631826
818	0.04100920359
819	0.04088090579
820	0.04076243718
821	0.0406585439
822	0.04050898234
823	0.04044776917
824	0.04031681061
825	0.0402031676
826	0.04004516602
827	0.0399212869
828	0.039776179
829	0.03965552012
830	0.03952137629
831	0.03938211123
832	0.03926398595
833	0.03913870494
834	0.03899649302
835	0.03886666298
836	0.03873596827
837	0.03860943476
838	0.03846583684
839	0.03835090001
840	0.03821320852
841	0.03807888667
842	0.03796105703
843	0.03783851941
844	0.03770786921
845	0.03755602201
846	0.03747809728
847	0.03732494354
848	0.03718791326
849	0.03708543142
850	0.03695362091
851	0.03685277939
852	0.03677419662
853	0.03664329211
854	0.03652673403
855	0.03642599106
856	0.03634200732
857	0.03623102188
858	0.03613444646
859	0.03599701564
860	0.0358798186
861	0.03577289263
862	0.03564926783
863	0.03552323659
864	0.03540775617
865	0.03530402819
866	0.03519714991
867	0.03507802327
868	0.03498529434
869	0.03487148921
870	0.03475639025
871	0.0346698761
872	0.03458473523
873	0.0344886144
874	0.03437165578
875	0.03425097148
876	0.0341276137
877	0.03401340803
878	0.03389014562
879	0.03379578273
880	0.03368821462
881	0.03360236486
882	0.03348609606
883	0.03339521408
884	0.03329840342
885	0.03320445061
886	0.03310682933
887	0.03298723857
888	0.03292208036
889	0.03282762527
890	0.03271901766
891	0.03260597229
892	0.03252433777
893	0.03242460887
894	0.03229487101
895	0.03219900449
896	0.0321113205
897	0.03201067607
898	0.03191155752
899	0.03179985682
900	0.03169864019
901	0.03159014066
902	0.03151458422
903	0.03139183044
904	0.03129437129
905	0.0312004598
906	0.03110032399
907	0.03097580274
908	0.03089404742
909	0.03080915451
910	0.03068194707
911	0.03058165868
912	0.03050180435
913	0.03039776802
914	0.03028254191
915	0.03019570669
916	0.03009415627
917	0.02999339422
918	0.02987698555
919	0.02979984283
920	0.02970442136
921	0.02963441531
922	0.0295530955
923	0.0294519043
924	0.0293626976
925	0.02928860346
926	0.02920983632
927	0.02911067009
928	0.02903258642
929	0.02895387332
930	0.02886184374
931	0.02874735196
932	0.02866511663
933	0.02859176636
934	0.02848352432
935	0.02841905594
936	0.02834176699
937	0.02827048937
938	0.02818410556
939	0.02809234937
940	0.02801747004
941	0.02792813937
942	0.02783894221
943	0.02777036349
944	0.02766781489
945	0.02757946014
946	0.0275125885
947	0.02742744446
948	0.02735811869
949	0.02726011276
950	0.0271780777
951	0.02707543373
952	0.02699923833
953	0.02690567652
954	0.02682090123
955	0.02675617854
956	0.02667942047
957	0.02661198139
958	0.02652621587
959	0.02644491196
960	0.02639435768
961	0.02632652124
962	0.02623910586
963	0.02616040071
964	0.02608797391
965	0.02601256371
966	0.02592324098
967	0.02584115187
968	0.02577874025
969	0.02571845849
970	0.02563978513
971	0.02554704507
972	0.02548996607
973	0.02541532516
974	0.02533035278
975	0.02525158246
976	0.02517600377
977	0.02509442647
978	0.02501786391
979	0.02495781422
980	0.02489142577
981	0.02481589317
982	0.02473358949
983	0.02466559887
984	0.02459774335
985	0.02451599439
986	0.02444951852
987	0.0243816789
988	0.02431738853
989	0.02425162792
990	0.0241774718
991	0.02409898122
992	0.02404211521
993	0.02395980835
994	0.02389656544
995	0.02385696093
996	0.02380317211
997	0.0237261343
998	0.02366906802
999	0.02361524582
